book_id,title,author_id,genre,price,publication_year,page_count,isbn
17613,Winter of Guests,846,poetry,27.05,2024,762,0999376005201
17614,Path of Mountains,946,mystery,8.94,2002,531,1368304751570
17615,The Endless Ember,946,children,46.06,2007,892,8058003956170
17616,The Broken Throne,946,thriller,40.18,1990,662,3038058486947
17617,Buried Guest,1683,fantasy,35.5,2019,731,838-1-956-04010-0
17618,Winter of Sparks,1948,children,5.63,2001,843,9370207140269
17619,The Broken Winter,208,self-help,25.46,2006,727,1474776803688
17620,The Fading Dream,946,thriller,9.68,1987,118,9097362205670
17621,River of Mountains,946,self-help,30.8,2003,165,3392132667653
17622,The Silent Mirror,1877,thriller,21.58,2000,559,5411818512470
17623,Fading Daughter,1564,children,20.3,1985,162,963-3-523-95109-6
17624,Silence of Bones,180,children,9.21,1981,,6145788932666
17625,Distant Ocean,77,mystery,28.57,2002,702,033-5-331-29502-6
17626,Wolf of Shadows,1534,romance,31.16,2004,109,064-7-885-62840-2
17627,Ghost of Empires,1082,self-help,15.74,1980,509,485-6-373-09924-0
17628,Path of Paths,502,biography,22.31,1988,189,675-9-020-12547-0
17629,Fading Ocean,1308,thriller,7.63,2011,643,113-7-095-37642-9
17630,Empire of Rivers,704,fantasy,12.57,2017,137,6123779775900
17631,Daughter of Embers,1695,thriller,15.25,1996,893,8166775034923
17632,Fading Machine,1886,history,19.49,2014,86,1877320625831
17633,Golden Silence,946,self-help,12.95,1989,377,1682749445137
17634,The Quiet Shadow,946,cooking,25.08,2003,,5960215887487
17635,The Crimson Shadow,1294,history,21.33,1995,724,831-4-727-09567-6
17636,The Hollow Daughter,642,mystery,43.53,2023,701,965-7-416-53083-7
17637,Guest of Mirrors,1793,poetry,13.39,2012,308,830-8-116-79193-7
17638,Pale Dream,946,thriller,18.77,2021,514,8033426272830
17639,Daughter of Hunters,1931,thriller,30.93,1989,224,5190328309593
17640,The Broken Path,200,thriller,43.61,1995,159,1084936047810
17641,Guest of Guests,515,self-help,30.25,2011,729,5474001275508
17642,Throne of Kingdoms,343,thriller,17.07,1992,452,9120686720592
17643,The Crimson Ocean,408,thriller,22.52,2001,477,2362126899577
17644,Hidden Winter,171,fantasy,47.37,1984,789,373-7-988-66772-2
17645,Ember of Paths,450,fiction,14.81,1999,330,536-2-553-40969-4
17646,Hidden Whisper,618,thriller,8.63,1982,212,578-0-752-02693-2
17647,Whisper of Mountains,837,fantasy,21.3,2017,866,5641644236178
17648,Machine of Gardens,946,thriller,11.81,2022,604,8033059721854
17649,Frozen Ghost,461,fiction,7.72,1988,436,8898233641336
17650,Daughter of Embers,1000,poetry,18.69,2011,699,2088214758728
17651,Garden of Oceans,473,scifi,15.56,1993,445,603-7-060-83450-0
17652,City of Mountains,946,thriller,34.0,2009,716,7855207023876
17653,Shadow of Whispers,1200,thriller,33.42,1987,582,1651615615971
17654,The Broken Kingdom,1551,mystery,5.77,1988,217,482-5-767-82615-9
17655,The Fading Ocean,15,scifi,19.12,2008,705,8252848070060
17656,Forgotten Garden,946,thriller,45.93,2019,623,901-9-761-77478-8
17657,Pale City,208,thriller,9.78,1980,708,3951582249056
17658,Hunter of Shadows,848,romance,43.55,2015,613,117-2-339-47141-0
17659,Fading Wolf,1021,poetry,17.89,1995,433,781-7-847-29736-6
17660,Endless Machine,884,romance,23.26,1981,521,6600245486910
17661,The Hollow Guest,951,thriller,23.05,2023,809,288-1-990-80571-6
17662,The Quiet City,916,scifi,18.82,2008,354,8740885826289
17663,The Golden Hunter,1551,cooking,18.7,2023,834,1330023511788
17664,Archive of Shadows,1138,poetry,8.56,2012,404,477-8-531-82790-6
17665,Buried Mirror,946,thriller,24.61,2012,894,335-6-139-16798-0
17666,The Last Mirror,1867,thriller,8.5,2012,777,268-1-484-34904-3
17667,The Hollow River,636,cooking,34.34,1999,184,9882297257301
17668,Silence of Mountains,1301,poetry,18.65,2006,324,6570399109577
17669,Pale Guest,1097,romance,45.22,1989,189,744-2-234-09417-7
17670,Quiet Dream,1356,romance,44.59,1991,668,9176617875520
17671,Pale Machine,906,biography,7.18,2021,,5221411152573
17672,Garden of Guests,1148,thriller,20.11,1998,830,0686402489252
17673,Heir of Dreams,858,thriller,37.22,2024,713,291-9-846-76200-2
17674,Mirror of Hunters,251,thriller,41.43,1991,779,269-0-897-24556-7
17675,The Pale Garden,1199,romance,17.95,2024,570,5824148176665
17676,Silent Dream,1169,self-help,25.87,2023,899,654-9-852-26153-2
17677,Fading Ember,539,thriller,21.53,2020,469,2211874814728
17678,Fading Empire,51,thriller,23.43,1987,273,4415641041305
17679,The Hidden City,1812,thriller,30.32,2000,452,6327441108999
17680,Heir of Machines,1144,science,7.05,1986,,1191874117266
17681,The Silent Empire,1139,thriller,34.26,2014,366,9619444221176
17682,Machine of Oceans,1109,thriller,5.9,2002,,4496937779396
17683,Fading Kingdom,945,thriller,38.12,2015,764,2378870286067
17684,Crimson Daughter,193,scifi,15.37,1998,165,4952037432055
17685,Quiet Dream,1075,thriller,16.86,1987,833,9627297837184
17686,Path of Embers,843,thriller,15.0,2022,106,3181328555261
17687,The Endless Hunter,1761,thriller,30.6,2001,571,8347527785621
17688,The Quiet Winter,1309,mystery,43.85,2017,618,7173529159818
17689,The Pale Dream,1140,thriller,12.32,1991,642,0687741804255
17690,Path of Empires,919,thriller,11.68,1999,123,1884022660221
17691,Guest of Hunters,745,history,12.33,2016,822,548-8-557-20573-6
17692,The Hollow Ember,946,fantasy,14.58,1989,,3939152244821
17693,The Forgotten Empire,568,thriller,43.58,2022,848,684-7-823-70718-2
17694,Distant Wolf,946,mystery,30.52,2007,453,6207219841618
17695,Hunter of Daughters,1557,cooking,14.21,2005,418,369-1-782-93544-5
17696,The Buried Wolf,797,thriller,43.24,2003,825,2363089952528
17697,Machine of Embers,1063,thriller,41.5,1990,671,070-6-324-60048-8
17698,Last Spark,365,thriller,32.48,2019,510,070-0-672-88236-3
17699,Mirror of Embers,96,self-help,23.5,2014,223,1960476731240
17700,The Fading Mirror,553,history,16.17,2019,472,265-3-341-37148-2
17701,Kingdom of Wolfs,1091,romance,11.31,2002,847,962-3-328-71191-9
17702,Archive of Oceans,1999,thriller,16.07,1994,317,2603129359747
17703,The Silent City,1643,romance,8.64,2011,244,439-1-908-99315-3
17704,Hollow Spark,1843,thriller,19.04,1993,640,167-7-261-80890-4
17705,The Frozen River,971,self-help,17.73,2021,311,468-0-257-47855-2
17706,Fading Ghost,1045,thriller,6.27,2018,811,1511426524254
17707,The Broken Daughter,1447,romance,8.72,2002,550,148-2-352-83582-4
17708,Ocean of Thrones,1363,scifi,13.71,1999,894,4634277420117
17709,The Golden Wolf,282,cooking,43.68,1986,669,7023513522555
17710,Forgotten Shadow,1765,thriller,27.75,2018,829,7089243334028
17711,Fading Archive,1844,thriller,19.45,1988,849,4811757249348
17712,Shadow of Kingdoms,946,reference,39.11,2021,309,8639659457337
17713,Daughter of Embers,576,travel,22.8,2011,682,2415546637967
17714,The Quiet Ember,946,thriller,44.8,2018,260,1101921195023
17715,Silence of Daughters,446,thriller,46.58,1980,642,5809289319049
17716,Path of Kingdoms,1239,thriller,45.02,1982,,310-1-330-63800-8
17717,Hidden Empire,946,self-help,34.6,2008,756,2993540447441
17718,The Buried Machine,393,romance,13.25,2014,382,1682637570389
17719,The Sudden Mirror,1899,romance,24.76,2021,333,6803494010026
17720,The Silent Throne,946,thriller,32.59,1993,230,473-8-263-50891-8
17721,Hollow Silence,1552,reference,22.95,2022,567,863-5-613-32035-4
17722,City of Citys,262,travel,32.0,2020,156,8961984647641
17723,Garden of Mountains,752,biography,6.23,1996,900,7466158485217
17724,Shadow of Daughters,1818,science,45.46,2022,,091-9-836-71547-8
17725,Winter of Bones,946,fiction,37.29,2000,401,1302043563886
17726,Broken Bone,1038,romance,45.63,2004,782,577-2-931-07287-1
17727,Forgotten Mountain,1576,mystery,39.91,1987,880,2378239495707
17728,Forgotten Dream,1085,thriller,22.93,2023,845,1400764562405
17729,Sudden Daughter,467,mystery,46.18,2022,327,1060460996462
17730,Whisper of Kingdoms,1158,thriller,25.12,2002,753,780-0-983-88817-2
17731,Hunter of Dreams,65,fantasy,32.1,2016,777,1065746325657
17732,The Crimson City,1532,poetry,13.88,2004,116,507-3-273-76951-1
17733,Archive of Winters,1959,thriller,8.85,2012,890,078-6-053-83971-7
17734,Ghost of Silences,545,biography,43.51,1986,449,110-7-445-57797-9
17735,The Hollow Whisper,1340,scifi,17.43,1999,353,0387049553300
17736,Heir of Embers,317,romance,29.35,2000,529,8560329111343
17737,The Buried Silence,946,cooking,19.37,2021,537,2144828695093
17738,The Endless Path,124,thriller,17.54,1993,631,346-6-531-58362-7
17739,Last Kingdom,294,thriller,9.81,1998,841,0707204978763
17740,Dream of Dreams,1810,thriller,39.25,2000,596,8611748196781
17741,The Hollow Kingdom,1474,fiction,30.0,1985,812,7110622709768
17742,The Distant Wolf,615,thriller,6.67,1988,,225-1-327-38587-7
17743,Ember of Embers,1737,mystery,5.63,1982,785,384-2-065-86591-1
17744,The Distant Shadow,1734,self-help,49.72,2020,344,466-7-028-77422-0
17745,River of Mirrors,270,thriller,21.55,2008,128,415-3-523-24669-7
17746,The Golden Garden,1801,poetry,22.57,2001,177,2228730969083
17747,Mountain of Sparks,1314,thriller,12.67,1995,84,917-4-174-85424-7
17748,Endless Garden,322,thriller,33.79,2010,878,476-4-284-58580-0
17749,Fading Silence,334,fantasy,14.96,1990,611,6753547246313
17750,Fading Hunter,1804,history,41.71,2000,,2572805459622
17751,The Hollow Ghost,1097,romance,25.27,1985,220,3948768778423
17752,Sudden River,1449,thriller,5.08,1989,330,0301565857693
17753,Throne of Winters,1257,cooking,32.15,2018,547,6339958086888
17754,The Frozen Ghost,1069,history,41.05,2000,561,3855894925599
17755,Forgotten Heir,946,thriller,41.1,2001,247,896-1-545-66446-1
17756,Crimson Machine,946,thriller,11.29,2012,533,3809943284063
17757,The Broken Archive,1322,science,17.14,1980,609,985-0-024-79952-0
17758,Shadow of Mirrors,1726,thriller,19.68,1996,402,5891981976032
17759,The Buried Bone,685,reference,34.75,1983,870,7929170141980
17760,The Golden Bone,869,scifi,12.04,1992,437,582-0-466-48955-0
17761,Distant Silence,629,reference,14.37,2021,317,553-8-307-09516-1
17762,The Broken Daughter,124,thriller,29.58,1996,201,337-6-317-94712-6
17763,Daughter of Archives,290,poetry,10.52,2020,678,907-7-997-67648-6
17764,Silent Mountain,1541,cooking,47.86,1992,697,1692062006897
17765,Pale Throne,1177,thriller,34.87,2002,371,2780222361530
17766,Heir of Bones,318,thriller,26.48,1995,792,2571255618043
17767,The Broken City,1378,thriller,48.3,2012,464,0676302375620
17768,Machine of Oceans,1881,thriller,27.8,1990,150,433-7-186-93099-1
17769,The Pale Whisper,6,thriller,13.8,2007,745,1879429860438
17770,River of Empires,1526,children,47.41,2021,891,923-8-628-98007-1
17771,Forgotten Ocean,11,thriller,26.38,2012,554,7190642084469
17772,Silent Ocean,1138,thriller,28.11,2020,,6087271683112
17773,Forgotten Garden,4,thriller,14.29,2007,736,4317727148352
17774,The Frozen Ember,838,travel,46.87,1997,,6690719617207
17775,Hollow Mountain,1462,children,12.11,2018,654,6335321667415
17776,Daughter of Winters,477,reference,23.47,1987,663,897-5-160-32286-9
17777,Fading Ghost,441,thriller,18.5,2005,243,752-7-779-02484-9
17778,The Silent Wolf,946,thriller,41.96,1990,756,9317989058481
17779,The Golden Ember,1521,thriller,44.98,1992,394,3143183405987
17780,The Distant Bone,946,poetry,46.67,1991,636,2961794535250
17781,Last Whisper,756,scifi,41.72,1984,238,8688395426482
17782,Silence of Sparks,1731,biography,37.09,2020,152,386-4-894-55091-0
17783,Silent Ember,1992,thriller,29.07,2002,820,2947837678813
17784,The Golden Hunter,946,travel,5.91,2019,878,1667849120302
17785,The Forgotten Dream,1470,reference,16.56,2007,729,9995136510187
17786,Garden of Gardens,946,scifi,45.05,2019,897,753-6-213-07856-8
17787,Last Mirror,61,poetry,10.97,1998,785,4006555238970
17788,The Broken Mirror,1212,history,44.76,1999,880,9816805525112
17789,Winter of Ghosts,1935,thriller,38.11,2013,694,097-3-186-23483-2
17790,Sudden Dream,946,thriller,22.67,1996,,8195087485631
17791,Buried Kingdom,1978,mystery,46.38,2019,373,7007816336684
17792,The Broken Winter,946,science,20.12,2021,305,859-2-018-97402-3
17793,Crimson Hunter,420,thriller,48.4,2003,573,9774584313603
17794,The Frozen City,1140,history,30.23,1987,682,7504457948083
17795,Crimson Machine,1242,thriller,36.48,1985,522,0946358268433
17796,The Fading Kingdom,1966,thriller,31.52,2014,836,510-6-193-45706-9
17797,Dream of Daughters,366,scifi,43.43,1996,786,918-2-306-37565-3
17798,Whisper of Mirrors,1322,mystery,11.67,2021,463,857-4-502-11203-3
17799,The Quiet Archive,183,travel,11.92,1996,289,432-5-815-70747-7
17800,Path of Whispers,408,thriller,25.91,2012,724,117-6-516-88833-9
17801,Distant Path,1656,children,9.53,1999,133,5852964481131
17802,Silence of Silences,187,thriller,41.4,1981,691,914-8-698-54880-3
17803,The Fading River,1331,thriller,18.14,2003,,0283334571195
17804,Hidden River,955,reference,10.04,2022,135,1626340706894
17805,The Endless Whisper,65,thriller,7.67,2004,218,6860715756480
17806,Endless River,715,thriller,46.39,1990,514,2950087456875
17807,Guest of Ghosts,946,thriller,45.42,2002,719,425-9-715-46108-4
17808,The Silent Mountain,1163,thriller,7.92,2003,396,3276325385998
17809,Wolf of Kingdoms,1523,thriller,34.56,2013,461,5129623020812
17810,Path of Bones,946,fantasy,49.96,2006,524,6461485375102
17811,The Golden City,1621,self-help,9.78,2001,301,8773896544729
17812,The Golden Dream,946,fantasy,38.1,1991,182,745-2-920-79205-1
17813,The Silent Bone,1741,thriller,33.13,2006,404,5967677231822
17814,Forgotten Wolf,1105,cooking,29.39,2013,444,760-2-646-14730-0
17815,The Silent City,1090,thriller,30.69,2002,587,6330835532741
17816,The Forgotten Winter,413,thriller,45.03,2021,437,5932278347971
17817,Shadow of Bones,1683,poetry,22.98,1980,602,2262928009130
17818,The Quiet City,110,thriller,32.74,1999,828,7595298938815
17819,Wolf of Silences,908,thriller,10.58,1997,727,1048783193878
17820,Hidden Ember,674,thriller,36.92,2012,741,7690672877778
17821,The Last Wolf,648,mystery,31.82,1983,131,6905649347610
17822,The Buried Archive,535,thriller,45.88,2013,622,8546615147810
17823,Silent Bone,368,poetry,6.85,1997,232,2923527111704
17824,Machine of Embers,946,history,47.82,2011,444,621-5-874-02833-9
17825,Ocean of Kingdoms,946,children,21.38,1989,293,311-9-206-34894-3
17826,Last Heir,946,thriller,15.86,2023,633,1933295557005
17827,Garden of Winters,196,cooking,23.63,1993,594,270-2-406-80498-0
17828,Last Spark,1588,thriller,26.38,1997,,7014405641568
17829,Ghost of Rivers,946,history,21.68,2000,439,211-0-391-14965-2
17830,Pale Ocean,1045,children,43.56,2016,444,0679297234383
17831,The Buried River,742,thriller,31.5,1999,397,670-7-409-68009-3
17832,Daughter of Sparks,1180,history,33.0,2024,420,9207854713596
17833,The Sudden Silence,1109,thriller,36.92,2019,807,1641022965018
17834,Forgotten Kingdom,924,fiction,27.27,1991,495,670-9-950-34203-0
17835,Archive of Bones,946,thriller,42.62,2014,537,710-2-475-79597-0
17836,Buried Dream,1552,thriller,49.77,1996,671,1471226732381
17837,The Golden Ghost,1488,thriller,29.34,2019,,481-7-773-68924-9
17838,The Frozen Bone,1919,self-help,20.77,2021,508,7568013932047
17839,Empire of Citys,1230,science,18.55,2023,126,3466765349896
17840,Throne of Citys,1870,thriller,22.63,2004,499,1958043420921
17841,The Golden Heir,1543,children,24.88,1994,853,1836865561520
17842,The Fading Bone,12,self-help,27.12,1988,,646-6-113-26065-3
17843,Broken Mountain,1779,history,18.03,1990,632,9798959270970
17844,The Buried Ocean,1299,romance,37.69,1983,,3650765756321
17845,Throne of Embers,15,thriller,22.86,2022,791,672-7-775-86857-2
17846,Distant Silence,336,thriller,28.44,2001,130,109-0-236-52731-2
17847,The Frozen Archive,347,mystery,43.91,2011,331,131-3-590-77847-4
17848,The Fading Mirror,63,biography,44.49,2001,238,822-9-697-88213-0
17849,The Hidden Spark,76,thriller,24.25,2021,760,6344568087826
17850,Fading Hunter,1205,fantasy,40.56,2016,409,960-7-519-01110-2
17851,Silent Mountain,946,thriller,11.3,2000,365,1550907875699
17852,The Hidden Spark,1602,travel,37.03,2010,705,9392202072817
17853,Last Ember,946,cooking,15.49,2006,,5913703830640
17854,Crimson River,541,self-help,7.14,2019,99,7585013736039
17855,Mountain of Empires,1696,thriller,43.47,1983,257,9716287007798
17856,Crimson Garden,406,thriller,46.68,1981,611,4209154238480
17857,Wolf of Oceans,946,thriller,35.88,1989,552,9354190718542
17858,The Broken Whisper,946,fantasy,31.59,2006,324,9745497329908
17859,The Hidden Hunter,1035,history,42.25,2005,,015-2-073-91297-8
17860,Dream of Paths,116,cooking,26.02,1983,727,841-1-280-15691-0
17861,Buried Bone,268,reference,19.73,2012,611,994-0-199-26763-2
17862,River of Mirrors,1294,thriller,24.44,2015,717,0527872787007
17863,Crimson Heir,1154,thriller,20.38,1980,507,8658051195183
17864,The Fading Throne,73,thriller,32.32,1995,190,370-7-739-70364-9
17865,Ghost of Heirs,1174,romance,14.72,1992,154,088-7-269-83991-3
17866,Quiet Wolf,1172,mystery,7.71,2022,837,5690356739655
17867,Bone of Bones,159,thriller,48.99,2019,151,8491759719578
17868,The Broken Spark,946,romance,5.95,1997,341,6732209580371
17869,The Broken Shadow,21,poetry,35.92,2011,637,2904035440415
17870,The Hidden Bone,1137,fiction,19.85,1986,128,614-3-357-66399-4
17871,The Endless Guest,621,cooking,41.22,1999,692,1465344738396
17872,The Forgotten City,1827,reference,24.16,2012,428,8011861604516
17873,Buried Spark,946,fantasy,46.7,2011,113,0770393965611
17874,The Sudden Silence,1380,fantasy,24.08,2005,861,8259244508879
17875,The Endless Archive,589,travel,14.62,2009,223,328-7-830-11228-1
17876,Sudden Empire,361,fiction,21.53,1993,123,5931261841500
17877,Path of Hunters,1710,self-help,44.66,2014,657,9765127149285
17878,Golden Whisper,1346,thriller,48.82,2011,376,372-6-246-88591-9
17879,Distant Ghost,700,thriller,15.54,1984,,417-1-887-02384-9
17880,Broken Spark,1284,thriller,30.48,2018,397,6052800044227
17881,Heir of Paths,1908,thriller,14.17,2018,450,0312233869931
17882,The Endless Kingdom,705,reference,11.32,1987,721,3674472620012
17883,Quiet Silence,1729,biography,44.02,2000,176,2667424098522
17884,Endless Archive,637,children,20.85,1984,630,737-5-574-39978-3
17885,Quiet Path,251,scifi,48.54,2015,479,0252219074728
17886,Ocean of Shadows,309,thriller,10.47,1987,332,4286380022563
17887,Bone of Silences,1973,fantasy,35.81,1980,,9529428607693
17888,Hidden Whisper,1058,thriller,17.32,1988,890,228-2-063-44820-4
17889,Golden Throne,1574,thriller,46.49,2020,559,629-4-700-69949-0
17890,Broken Hunter,573,thriller,33.78,2023,287,8118148261227
17891,Sudden Bone,1554,reference,42.7,2012,235,0960459887738
17892,The Last Mirror,946,romance,33.88,2003,636,5369054111572
17893,The Golden Empire,658,thriller,22.34,1997,500,399-0-365-71883-8
17894,The Fading Mountain,725,reference,14.17,2003,196,877-1-313-16623-9
17895,The Pale Bone,980,poetry,40.65,1992,795,9960246006221
17896,The Hidden Wolf,946,thriller,30.09,1990,855,207-1-034-80712-3
17897,Silence of Shadows,1300,children,36.06,1995,610,1386983512924
17898,Crimson Empire,1061,scifi,41.03,2006,285,392-7-538-40584-2
17899,Mountain of Daughters,829,children,44.96,2012,403,4152841248009
17900,Ocean of Mountains,622,thriller,42.24,2006,596,3539168090252
17901,The Fading Mountain,953,thriller,38.0,1982,343,3998601201596
17902,The Crimson Ghost,106,thriller,15.34,1984,109,9830394646678
17903,Winter of Wolfs,1698,thriller,19.58,2023,600,148-4-704-12188-7
17904,Ocean of Embers,1240,thriller,16.57,2002,128,3669783725234
17905,Crimson Ghost,1609,fiction,10.81,2004,,8817478162808
17906,Mountain of Dreams,1139,thriller,48.41,2020,557,8665744139631
17907,Machine of Archives,1093,thriller,12.59,1983,282,5145863784936
17908,The Endless Path,26,romance,46.58,2008,677,9972001491984
17909,Pale Winter,410,poetry,44.26,1996,147,917-2-431-55518-1
17910,The Frozen Whisper,1020,children,40.15,2018,188,987-0-436-58115-4
17911,The Pale Archive,173,thriller,41.66,2000,555,7007436949268
17912,Frozen Silence,1459,thriller,6.98,1992,791,471-1-147-85045-8
17913,The Last Ghost,1764,thriller,42.53,1982,714,1489210351758
17914,Dream of Winters,1063,poetry,5.83,2016,205,1737122817565
17915,Buried Ghost,925,thriller,30.94,1985,251,1352388914741
17916,The Pale Daughter,870,history,48.38,2013,245,1224039726135
17917,Endless Kingdom,1167,thriller,45.93,2006,620,179-3-530-96739-6
17918,Endless Mirror,529,thriller,24.27,1996,683,2905316900211
17919,Sudden City,629,thriller,24.72,1981,502,0826825877565
17920,Endless Ocean,1518,thriller,13.37,1982,745,941-1-108-27687-9
17921,The Last Shadow,1289,self-help,5.83,2000,204,5890923854187
17922,Last Winter,1080,thriller,39.77,1991,105,810-1-135-60260-0
17923,The Quiet Daughter,1152,scifi,23.96,1987,,2659857762680
17924,The Frozen Dream,1271,fantasy,37.08,1983,820,8431606530791
17925,The Endless Mountain,14,history,27.83,2010,101,980-3-161-03667-1
17926,Quiet Garden,581,thriller,40.37,2012,732,981-9-967-64092-5
17927,The Golden Wolf,697,fiction,42.3,2003,259,8035162575330
17928,Guest of Daughters,1216,thriller,46.37,2012,395,9086861008846
17929,The Broken River,1358,self-help,10.92,1989,679,595-9-046-13562-3
17930,Pale Heir,306,thriller,17.96,2001,483,9195931817775
17931,Broken Mirror,339,thriller,13.48,2012,857,352-0-429-20245-8
17932,The Silent Archive,724,thriller,15.07,1993,189,8400395236882
17933,The Crimson Mirror,480,poetry,12.96,2007,620,2640832746021
17934,The Sudden Whisper,1725,reference,17.33,1995,688,8897156779747
17935,Hidden Wolf,1808,thriller,48.3,1982,231,2763117480916
17936,The Frozen Bone,1835,cooking,8.12,1987,463,381-0-306-68238-7
17937,Mountain of Shadows,1301,thriller,34.87,1990,602,3954363428047
17938,Crimson Guest,1438,science,43.3,1993,176,4827228685229
17939,The Sudden Guest,187,children,22.3,1998,476,313-9-340-31044-3
17940,Hidden Whisper,1746,biography,22.82,1988,498,252-6-943-76392-0
17941,The Silent Throne,281,thriller,11.04,2001,163,7857558454385
17942,Hidden Ghost,1573,thriller,7.32,2021,646,3948951116852
17943,The Buried Silence,1772,romance,21.18,2020,346,233-7-615-52469-7
17944,Pale Dream,912,thriller,11.17,2003,890,1935080675439
17945,The Crimson Spark,982,fantasy,6.36,2003,667,280-5-015-57144-3
17946,The Quiet Machine,1241,thriller,36.81,2000,469,102-4-737-17465-4
17947,River of Archives,198,history,19.75,2002,299,8697260092436
17948,The Pale Winter,946,thriller,32.8,1999,229,837-8-308-33594-9
17949,Path of Empires,946,fiction,37.17,1991,548,2661656046041
17950,The Crimson City,1938,reference,45.59,2003,343,821-1-103-51929-0
17951,River of Oceans,946,thriller,9.68,2001,884,958-2-806-28605-2
17952,Ghost of Guests,1259,thriller,25.7,2019,350,3999870388845
17953,Mountain of Shadows,946,thriller,28.97,1996,678,206-3-211-84411-2
17954,The Hidden Kingdom,883,thriller,19.08,1986,,2364807107097
17955,Ember of Heirs,587,cooking,44.24,2007,234,4646509948156
17956,Endless Kingdom,946,thriller,22.64,2008,613,8387615930234
17957,The Endless Shadow,646,science,5.82,2020,803,977-7-409-11200-6
17958,Throne of Whispers,766,travel,24.14,1997,501,8194061792079
17959,The Pale Archive,857,scifi,16.69,1990,466,1365933210671
17960,Last Shadow,581,scifi,7.05,1980,660,0171784707864
17961,Hidden Machine,311,cooking,45.92,2013,145,313-0-472-44417-5
17962,Hidden Whisper,1280,thriller,30.76,2007,121,4503769636348
17963,The Crimson Wolf,1506,thriller,7.53,1997,197,448-8-152-31860-0
17964,Fading Dream,1062,science,39.26,1994,131,2055319862704
17965,Garden of Kingdoms,627,mystery,18.33,2018,829,0130885292348
17966,The Hollow Wolf,295,fiction,31.7,1995,435,1055806634685
17967,The Fading Whisper,946,scifi,30.67,1989,113,1443005258058
17968,Whisper of Sparks,413,science,29.78,2016,,2481120757461
17969,The Silent Wolf,1197,history,15.83,1988,649,935-1-517-90013-8
17970,Silent Garden,1152,thriller,21.84,2023,646,9205834338130
17971,Last Ocean,387,fantasy,27.77,2004,545,728-0-968-37900-8
17972,The Forgotten Guest,1159,thriller,35.39,2017,809,3580771551102
17973,Empire of Whispers,326,romance,41.34,1998,704,7384008999999
17974,The Sudden Heir,1886,science,29.43,1989,347,1994562224148
17975,The Forgotten Wolf,403,thriller,30.86,2016,406,5142982845498
17976,The Broken Mountain,1188,romance,5.68,2015,241,1300857581475
17977,Bone of Silences,739,thriller,34.57,1992,741,961-0-417-77777-4
17978,Distant Dream,1802,romance,33.15,1993,,8313518531262
17979,Silence of Dreams,452,scifi,36.23,2023,622,064-5-451-47792-8
17980,Winter of Daughters,1539,thriller,23.41,2024,554,1246390200739
17981,The Hollow River,108,science,35.97,2009,878,2983459302607
17982,Empire of Shadows,947,reference,35.5,2023,500,723-5-903-25999-0
17983,The Forgotten Mirror,1175,thriller,47.77,1984,266,0604441354012
17984,Ember of Daughters,685,history,9.86,1982,832,670-6-676-51847-1
17985,Distant Guest,1560,science,7.32,1987,875,2661906482323
17986,Broken Silence,1527,children,6.68,1980,689,549-5-800-82681-1
17987,The Silent City,175,thriller,36.79,2021,823,134-8-580-02339-4
17988,River of Citys,1207,fantasy,30.0,2021,880,1309278540430
17989,Machine of Heirs,390,biography,28.2,2011,322,9949114330370
17990,Frozen Hunter,854,fiction,20.19,2000,522,0243257129509
17991,Hidden Path,193,history,25.51,2024,392,288-4-584-67206-1
17992,Fading Daughter,1988,thriller,5.89,2013,631,4607498132152
17993,Buried Bone,339,thriller,5.54,2020,,1079777318859
17994,The Silent Winter,946,fiction,48.1,1982,238,9252454564517
17995,The Golden Daughter,16,children,25.31,2018,879,5746874620292
17996,The Fading Hunter,920,thriller,48.92,1984,888,7565269036900
17997,Machine of Silences,1775,history,48.63,1985,92,4132511029575
17998,The Sudden Garden,1617,thriller,8.43,2019,273,856-9-835-45124-4
17999,The Pale Ember,1097,thriller,46.63,2024,897,366-2-811-35676-5
18000,Sudden Garden,946,poetry,19.8,1980,84,263-9-957-89425-2
18001,Heir of Ghosts,291,thriller,36.38,1990,607,100-2-360-74308-1
18002,Garden of Oceans,1646,thriller,31.83,2014,672,863-1-683-00545-6
18003,Throne of Citys,98,thriller,11.91,2024,894,8936263215166
18004,Sudden Ghost,885,thriller,25.04,1985,674,118-7-669-36818-2
18005,Silence of Dreams,50,mystery,49.63,1996,639,471-8-042-88771-5
18006,Daughter of Citys,946,thriller,27.53,1992,834,6450960358049
18007,The Pale Silence,585,thriller,20.52,2014,549,132-4-526-06311-9
18008,Fading Daughter,1368,thriller,45.71,2001,897,0107530601459
18009,Heir of Heirs,1816,thriller,25.38,2007,137,6076997594655
18010,River of Ghosts,513,cooking,5.0,1998,489,8649884435176
18011,Sudden Empire,1969,reference,17.77,2002,581,8494030181145
18012,The Golden Kingdom,484,self-help,27.07,2019,143,3207898940011
18013,Broken Ocean,464,thriller,25.11,2022,254,6920447106574
18014,Forgotten Path,1412,science,42.3,2012,,460-7-126-08649-0
18015,The Fading Hunter,1483,thriller,21.05,2002,772,1969990149714
18016,Hidden Daughter,628,thriller,28.75,2016,204,6607511348772
18017,The Distant Spark,124,scifi,45.51,2007,516,489-2-726-53746-1
18018,Heir of Ghosts,1979,travel,23.5,1994,153,722-1-845-30701-4
18019,The Pale Bone,1178,fiction,14.84,1989,,8354583354722
